Lower layer Super Output Areas Code,Migrant indicator (5 categories),Observation
E01004034,Address one year ago is student term-time or boarding school address in the UK,39
E01004034,Migrant from within the UK: Address one year ago was in the UK,175
E01004034,Migrant from outside the UK: Address one year ago was outside the UK,36
E01004035,Does not apply,25
E01004035,Address one year ago is the same as the address of enumeration,1166
E01004035,Address one year ago is student term-time or boarding school address in the UK,13
E01004035,Migrant from within the UK: Address one year ago was in the UK,192
E01004035,Migrant from outside the UK: Address one year ago was outside the UK,30
E01004036,Does not apply,33
E01004036,Address one year ago is the same as the address of enumeration,1787
E01004036,Address one year ago is student term-time or boarding school address in the UK,11
E01004036,Migrant from within the UK: Address one year ago was in the UK,246
E01004036,Migrant from outside the UK: Address one year ago was outside the UK,36
E01004037,Does not apply,16
E01004037,Address one year ago is the same as the address of enumeration,1727
E01004037,Address one year ago is student term-time or boarding school address in the UK,9
E01004037,Migrant from within the UK: Address one year ago was in the UK,255
E01004037,Migrant from outside the UK: Address one year ago was outside the UK,19
E01004038,Does not apply,24
E01004038,Address one year ago is the same as the address of enumeration,2007
E01004038,Address one year ago is student term-time or boarding school address in the UK,27
E01004038,Migrant from within the UK: Address one year ago was in the UK,313
E01004038,Migrant from outside the UK: Address one year ago was outside the UK,29
E01004039,Does not apply,18
E01004039,Address one year ago is the same as the address of enumeration,1216
E01004039,Address one year ago is student term-time or boarding school address in the UK,19
E01004039,Migrant from within the UK: Address one year ago was in the UK,256
E01004039,Migrant from outside the UK: Address one year ago was outside the UK,34
E01004040,Does not apply,16
E01004040,Address one year ago is the same as the address of enumeration,1733
E01004040,Address one year ago is student term-time or boarding school address in the UK,15
E01004040,Migrant from within the UK: Address one year ago was in the UK,118
E01004040,Migrant from outside the UK: Address one year ago was outside the UK,3
E01004041,Does not apply,23
E01004041,Address one year ago is the same as the address of enumeration,1485
E01004041,Address one year ago is student term-time or boarding school address in the UK,10
E01004041,Migrant from within the UK: Address one year ago was in the UK,100
E01004041,Migrant from outside the UK: Address one year ago was outside the UK,13
E01004042,Does not apply,20
E01004042,Address one year ago is the same as the address of enumeration,1636
E01004042,Address one year ago is student term-time or boarding school address in the UK,21
E01004042,Migrant from within the UK: Address one year ago was in the UK,257
E01004042,Migrant from outside the UK: Address one year ago was outside the UK,23
E01004043,Does not apply,13
E01004043,Address one year ago is the same as the address of enumeration,1115
E01004043,Address one year ago is student term-time or boarding school address in the UK,25
E01004043,Migrant from within the UK: Address one year ago was in the UK,193
E01004043,Migrant from outside the UK: Address one year ago was outside the UK,12
E01004044,Does not apply,11
E01004044,Address one year ago is the same as the address of enumeration,1268
E01004044,Address one year ago is student term-time or boarding school address in the UK,13
E01004044,Migrant from within the UK: Address one year ago was in the UK,131
E01004044,Migrant from outside the UK: Address one year ago was outside the UK,21
E01004045,Does not apply,21
E01004045,Address one year ago is the same as the address of enumeration,1412
E01004045,Address one year ago is student term-time or boarding school address in the UK,3
E01004045,Migrant from within the UK: Address one year ago was in the UK,132
E01004045,Migrant from outside the UK: Address one year ago was outside the UK,22
E01004046,Does not apply,22
E01004046,Address one year ago is the same as the address of enumeration,1347
E01004046,Address one year ago is student term-time or boarding school address in the UK,2
E01004046,Migrant from within the UK: Address one year ago was in the UK,171
E01004046,Migrant from outside the UK: Address one year ago was outside the UK,16
E01004047,Does not apply,15
E01004047,Address one year ago is the same as the address of enumeration,1459
E01004047,Address one year ago is student term-time or boarding school address in the UK,10
E01004047,Migrant from within the UK: Address one year ago was in the UK,126
E01004047,Migrant from outside the UK: Address one year ago was outside the UK,31
E01004048,Does not apply,25
E01004048,Address one year ago is the same as the address of enumeration,1400
E01004048,Address one year ago is student term-time or boarding school address in the UK,3
E01004048,Migrant from within the UK: Address one year ago was in the UK,164
E01004048,Migrant from outside the UK: Address one year ago was outside the UK,35
E01004049,Does not apply,20
E01004049,Address one year ago is the same as the address of enumeration,1192
E01004049,Address one year ago is student term-time or boarding school address in the UK,4
E01004049,Migrant from within the UK: Address one year ago was in the UK,110
E01004049,Migrant from outside the UK: Address one year ago was outside the UK,19
E01004050,Does not apply,17
E01004050,Address one year ago is the same as the address of enumeration,1101
E01004050,Address one year ago is student term-time or boarding school address in the UK,6
E01004050,Migrant from within the UK: Address one year ago was in the UK,243
E01004050,Migrant from outside the UK: Address one year ago was outside the UK,22
E01004051,Does not apply,14
E01004051,Address one year ago is the same as the address of enumeration,1059
E01004051,Address one year ago is student term-time or boarding school address in the UK,9
