Lower layer Super Output Areas Code,Over 30 with no qualifications,Observation
E01033322,Over 30 no qualifications,83
E01033324,Over 30 no qualifications,198
E01033325,Over 30 no qualifications,56
E01033327,Over 30 no qualifications,177
E01033341,Over 30 no qualifications,161
E01033455,Over 30 no qualifications,218
E01033456,Over 30 no qualifications,379
E01033457,Over 30 no qualifications,272
E01033463,Over 30 no qualifications,535
E01033485,Over 30 no qualifications,278
E01033486,Over 30 no qualifications,135
E01033487,Over 30 no qualifications,27
E01033488,Over 30 no qualifications,144
E01033489,Over 30 no qualifications,46
E01033490,Over 30 no qualifications,101
E01033491,Over 30 no qualifications,174
E01033493,Over 30 no qualifications,29
E01033494,Over 30 no qualifications,96
E01033569,Over 30 no qualifications,91
E01033570,Over 30 no qualifications,77
E01033571,Over 30 no qualifications,105
E01033579,Over 30 no qualifications,109
E01033580,Over 30 no qualifications,98
E01033581,Over 30 no qualifications,233
E01033582,Over 30 no qualifications,98
E01033584,Over 30 no qualifications,272
E01033586,Over 30 no qualifications,235
E01033587,Over 30 no qualifications,185
E01033589,Over 30 no qualifications,167
E01033590,Over 30 no qualifications,111
E01033591,Over 30 no qualifications,377
E01033592,Over 30 no qualifications,202
E01033593,Over 30 no qualifications,104
E01033594,Over 30 no qualifications,164
E01033597,Over 30 no qualifications,118
E01033598,Over 30 no qualifications,287
E01033599,Over 30 no qualifications,161
E01033601,Over 30 no qualifications,367
E01033602,Over 30 no qualifications,311
E01033603,Over 30 no qualifications,157
E01033604,Over 30 no qualifications,204
E01033605,Over 30 no qualifications,304
E01033699,Over 30 no qualifications,98
E01033700,Over 30 no qualifications,192
E01033702,Over 30 no qualifications,156
E01033703,Over 30 no qualifications,160
E01033704,Over 30 no qualifications,110
E01033705,Over 30 no qualifications,163
E01033706,Over 30 no qualifications,62
E01033708,Over 30 no qualifications,58
E01033709,Over 30 no qualifications,183
E01033710,Over 30 no qualifications,112
E01033711,Over 30 no qualifications,56
E01033712,Over 30 no qualifications,150
E01033713,Over 30 no qualifications,96
E01033727,Over 30 no qualifications,190
E01033728,Over 30 no qualifications,93
E01033729,Over 30 no qualifications,335
E01033732,Over 30 no qualifications,45
E01033734,Over 30 no qualifications,60
E01033735,Over 30 no qualifications,152
E01033736,Over 30 no qualifications,64
E01033737,Over 30 no qualifications,225
E01033738,Over 30 no qualifications,134
E01033739,Over 30 no qualifications,147
E01033740,Over 30 no qualifications,136
E01033741,Over 30 no qualifications,190
E01033742,Over 30 no qualifications,112
E01033743,Over 30 no qualifications,194
E01033744,Over 30 no qualifications,238
E01033745,Over 30 no qualifications,156
E01033746,Over 30 no qualifications,158
E01033784,Over 30 no qualifications,136
E01033785,Over 30 no qualifications,92
E01033786,Over 30 no qualifications,71
E01033787,Over 30 no qualifications,69
E01033788,Over 30 no qualifications,219
E01033789,Over 30 no qualifications,102
E01033790,Over 30 no qualifications,214
E01033791,Over 30 no qualifications,198
E01033792,Over 30 no qualifications,159
E01033862,Over 30 no qualifications,64
E01033863,Over 30 no qualifications,182
E01033864,Over 30 no qualifications,188
E01033865,Over 30 no qualifications,90
E01033866,Over 30 no qualifications,34
E01033867,Over 30 no qualifications,129
E01033868,Over 30 no qualifications,37
E01033869,Over 30 no qualifications,153
E01033870,Over 30 no qualifications,98
E01033871,Over 30 no qualifications,216
E01033872,Over 30 no qualifications,110
E01033873,Over 30 no qualifications,177
E01033874,Over 30 no qualifications,19
E01033875,Over 30 no qualifications,136
E01033876,Over 30 no qualifications,68
E01033877,Over 30 no qualifications,166
E01033878,Over 30 no qualifications,154
E01033879,Over 30 no qualifications,337
E01033880,Over 30 no qualifications,217
E01033881,Over 30 no qualifications,307
E01033882,Over 30 no qualifications,201
E01033883,Over 30 no qualifications,157
E01033884,Over 30 no qualifications,68
E01033885,Over 30 no qualifications,136
E01033911,Over 30 no qualifications,141
E01033912,Over 30 no qualifications,96
E01033913,Over 30 no qualifications,232
E01033914,Over 30 no qualifications,315
E01033915,Over 30 no qualifications,149
E01033916,Over 30 no qualifications,254
E01033917,Over 30 no qualifications,84
E01033918,Over 30 no qualifications,86
E01033919,Over 30 no qualifications,65
E01033920,Over 30 no qualifications,122
E01033921,Over 30 no qualifications,124
E01033922,Over 30 no qualifications,137
E01033923,Over 30 no qualifications,161
E01033924,Over 30 no qualifications,226
E01033925,Over 30 no qualifications,204
E01033926,Over 30 no qualifications,439
E01033927,Over 30 no qualifications,203
E01033928,Over 30 no qualifications,175
E01033929,Over 30 no qualifications,98
E01033930,Over 30 no qualifications,302
E01033931,Over 30 no qualifications,193
E01033932,Over 30 no qualifications,268
E01033933,Over 30 no qualifications,308
E01033934,Over 30 no qualifications,323
E01033935,Over 30 no qualifications,357
E01033936,Over 30 no qualifications,251
E01033937,Over 30 no qualifications,222
E01033938,Over 30 no qualifications,204
E01033939,Over 30 no qualifications,164
E01033940,Over 30 no qualifications,67
E01033941,Over 30 no qualifications,128
E01033942,Over 30 no qualifications,37
E01033943,Over 30 no qualifications,242
E01033944,Over 30 no qualifications,210
E01033945,Over 30 no qualifications,117
E01033946,Over 30 no qualifications,64
E01034026,Over 30 no qualifications,76
E01034027,Over 30 no qualifications,253
E01034028,Over 30 no qualifications,147
E01034029,Over 30 no qualifications,102
E01034030,Over 30 no qualifications,166
E01034031,Over 30 no qualifications,130
E01034032,Over 30 no qualifications,193
E01034033,Over 30 no qualifications,109
E01034034,Over 30 no qualifications,102
E01034035,Over 30 no qualifications,122
E01034036,Over 30 no qualifications,232
E01034037,Over 30 no qualifications,193
E01034038,Over 30 no qualifications,201
E01034039,Over 30 no qualifications,227
E01034040,Over 30 no qualifications,256
E01034041,Over 30 no qualifications,181
E01034042,Over 30 no qualifications,132
E01034043,Over 30 no qualifications,160
E01034044,Over 30 no qualifications,70
E01034045,Over 30 no qualifications,83
E01034046,Over 30 no qualifications,345
E01034139,Over 30 no qualifications,236
E01034140,Over 30 no qualifications,116
E01034141,Over 30 no qualifications,94
E01034142,Over 30 no qualifications,154
E01034143,Over 30 no qualifications,61
E01034144,Over 30 no qualifications,129
E01034145,Over 30 no qualifications,189
E01034146,Over 30 no qualifications,73
E01034147,Over 30 no qualifications,46
E01034148,Over 30 no qualifications,133
E01034149,Over 30 no qualifications,192
E01034150,Over 30 no qualifications,83
E01034151,Over 30 no qualifications,56
E01034152,Over 30 no qualifications,155
E01034153,Over 30 no qualifications,138
E01034154,Over 30 no qualifications,61
E01034155,Over 30 no qualifications,243
E01034156,Over 30 no qualifications,92
E01034173,Over 30 no qualifications,341
E01034174,Over 30 no qualifications,164
E01034175,Over 30 no qualifications,35
E01034176,Over 30 no qualifications,346
E01034177,Over 30 no qualifications,134
E01034178,Over 30 no qualifications,73
E01034179,Over 30 no qualifications,112
E01034180,Over 30 no qualifications,144
E01034181,Over 30 no qualifications,34
E01034182,Over 30 no qualifications,88
E01034183,Over 30 no qualifications,69
E01034184,Over 30 no qualifications,53
E01034185,Over 30 no qualifications,95
E01034186,Over 30 no qualifications,46
E01034187,Over 30 no qualifications,134
E01034188,Over 30 no qualifications,39
E01034189,Over 30 no qualifications,32
E01034190,Over 30 no qualifications,249
E01034191,Over 30 no qualifications,50
E01034192,Over 30 no qualifications,229
E01034193,Over 30 no qualifications,48
E01034194,Over 30 no qualifications,41
E01034195,Over 30 no qualifications,45
E01034196,Over 30 no qualifications,42
E01034198,Over 30 no qualifications,295
E01034199,Over 30 no qualifications,241
E01034200,Over 30 no qualifications,115
E01034201,Over 30 no qualifications,184
E01034202,Over 30 no qualifications,236
E01034203,Over 30 no qualifications,241
E01034204,Over 30 no qualifications,284
E01034205,Over 30 no qualifications,166
E01034206,Over 30 no qualifications,149
E01034207,Over 30 no qualifications,54
E01034208,Over 30 no qualifications,306
E01034209,Over 30 no qualifications,55
E01034210,Over 30 no qualifications,137
E01034211,Over 30 no qualifications,14
E01034212,Over 30 no qualifications,87
E01034213,Over 30 no qualifications,64
E01034214,Over 30 no qualifications,60
E01034215,Over 30 no qualifications,52
E01034216,Over 30 no qualifications,52
E01034217,Over 30 no qualifications,61
E01034218,Over 30 no qualifications,206
E01034219,Over 30 no qualifications,44
E01034220,Over 30 no qualifications,23
E01034221,Over 30 no qualifications,152
E01034222,Over 30 no qualifications,78
E01034223,Over 30 no qualifications,61
E01034224,Over 30 no qualifications,206
E01034225,Over 30 no qualifications,142
E01034226,Over 30 no qualifications,69
E01034227,Over 30 no qualifications,76
E01034228,Over 30 no qualifications,39
E01034229,Over 30 no qualifications,102
E01034230,Over 30 no qualifications,30
E01034231,Over 30 no qualifications,31
E01034383,Over 30 no qualifications,109
E01034384,Over 30 no qualifications,62
E01034385,Over 30 no qualifications,115
E01034386,Over 30 no qualifications,49
E01034387,Over 30 no qualifications,61
E01034388,Over 30 no qualifications,83
E01034389,Over 30 no qualifications,167
E01034390,Over 30 no qualifications,100
E01034391,Over 30 no qualifications,116
E01034392,Over 30 no qualifications,144
E01034393,Over 30 no qualifications,33
E01034394,Over 30 no qualifications,30
E01034395,Over 30 no qualifications,119
E01034469,Over 30 no qualifications,137
E01034470,Over 30 no qualifications,214
E01034471,Over 30 no qualifications,267
E01034472,Over 30 no qualifications,146
E01034473,Over 30 no qualifications,161
E01034474,Over 30 no qualifications,179
E01034475,Over 30 no qualifications,292
E01034476,Over 30 no qualifications,178
E01034477,Over 30 no qualifications,103
E01034478,Over 30 no qualifications,55
E01034479,Over 30 no qualifications,260
E01034480,Over 30 no qualifications,137
E01034481,Over 30 no qualifications,180
E01034482,Over 30 no qualifications,43
E01034483,Over 30 no qualifications,95
E01034484,Over 30 no qualifications,256
E01034485,Over 30 no qualifications,254
E01034486,Over 30 no qualifications,24
E01034487,Over 30 no qualifications,167
E01034488,Over 30 no qualifications,306
E01034576,Over 30 no qualifications,48
E01034577,Over 30 no qualifications,84
E01034578,Over 30 no qualifications,78
E01034579,Over 30 no qualifications,115
E01034580,Over 30 no qualifications,144
E01034581,Over 30 no qualifications,90
E01034589,Over 30 no qualifications,200
E01034590,Over 30 no qualifications,70
E01034591,Over 30 no qualifications,219
E01034592,Over 30 no qualifications,150
E01034593,Over 30 no qualifications,171
E01034594,Over 30 no qualifications,75
E01034595,Over 30 no qualifications,140
E01034596,Over 30 no qualifications,62
E01034597,Over 30 no qualifications,176
E01034598,Over 30 no qualifications,52
E01034599,Over 30 no qualifications,240
E01034600,Over 30 no qualifications,179
E01034601,Over 30 no qualifications,149
E01034602,Over 30 no qualifications,99
E01034603,Over 30 no qualifications,47
E01034604,Over 30 no qualifications,170
E01034605,Over 30 no qualifications,142
E01034606,Over 30 no qualifications,97
E01034607,Over 30 no qualifications,201
E01034608,Over 30 no qualifications,205
E01034609,Over 30 no qualifications,199
E01034610,Over 30 no qualifications,269
E01034611,Over 30 no qualifications,182
E01034612,Over 30 no qualifications,299
E01034613,Over 30 no qualifications,66
E01034614,Over 30 no qualifications,157
E01034615,Over 30 no qualifications,227
E01034616,Over 30 no qualifications,118
E01034617,Over 30 no qualifications,353
E01035484,Over 30 no qualifications,152
E01035485,Over 30 no qualifications,108
E01035486,Over 30 no qualifications,101
E01035487,Over 30 no qualifications,203
E01035488,Over 30 no qualifications,39
E01035489,Over 30 no qualifications,62
E01035490,Over 30 no qualifications,81
E01035491,Over 30 no qualifications,52
E01035492,Over 30 no qualifications,54
E01035493,Over 30 no qualifications,95
E01035494,Over 30 no qualifications,40
E01035495,Over 30 no qualifications,170
E01035496,Over 30 no qualifications,46
E01035497,Over 30 no qualifications,89
E01035498,Over 30 no qualifications,30
E01035499,Over 30 no qualifications,227
E01035638,Over 30 no qualifications,203
E01035639,Over 30 no qualifications,168
E01035640,Over 30 no qualifications,117
E01035641,Over 30 no qualifications,67
E01035642,Over 30 no qualifications,127
E01035643,Over 30 no qualifications,164
E01035644,Over 30 no qualifications,63
E01035645,Over 30 no qualifications,187
E01035646,Over 30 no qualifications,207
E01035647,Over 30 no qualifications,25
E01035648,Over 30 no qualifications,237
E01035649,Over 30 no qualifications,97
E01035650,Over 30 no qualifications,304
E01035651,Over 30 no qualifications,127
E01035652,Over 30 no qualifications,92
E01035653,Over 30 no qualifications,39
E01035654,Over 30 no qualifications,80
E01035655,Over 30 no qualifications,191
E01035656,Over 30 no qualifications,57
E01035657,Over 30 no qualifications,24
E01035658,Over 30 no qualifications,57
E01035659,Over 30 no qualifications,236
E01035660,Over 30 no qualifications,157
E01035661,Over 30 no qualifications,237
E01035662,Over 30 no qualifications,19
E01035663,Over 30 no qualifications,90
E01035664,Over 30 no qualifications,294
E01035665,Over 30 no qualifications,71
E01035666,Over 30 no qualifications,225
E01035667,Over 30 no qualifications,241
E01035668,Over 30 no qualifications,230
E01035669,Over 30 no qualifications,94
E01035670,Over 30 no qualifications,452
E01035671,Over 30 no qualifications,132
