Lower layer Super Output Areas Code,Ethnic group (6 categories),Observation
E01034203,"Black, Black British, Black Welsh, Caribbean or African",160
E01034203,Mixed or Multiple ethnic groups,78
E01034203,White,294
E01034203,Other ethnic group,106
E01034204,Does not apply,0
E01034204,"Asian, Asian British or Asian Welsh",1126
E01034204,"Black, Black British, Black Welsh, Caribbean or African",189
E01034204,Mixed or Multiple ethnic groups,60
E01034204,White,508
E01034204,Other ethnic group,110
E01034205,Does not apply,0
E01034205,"Asian, Asian British or Asian Welsh",362
E01034205,"Black, Black British, Black Welsh, Caribbean or African",316
E01034205,Mixed or Multiple ethnic groups,78
E01034205,White,739
E01034205,Other ethnic group,60
E01034206,Does not apply,0
E01034206,"Asian, Asian British or Asian Welsh",490
E01034206,"Black, Black British, Black Welsh, Caribbean or African",431
E01034206,Mixed or Multiple ethnic groups,143
E01034206,White,577
E01034206,Other ethnic group,125
E01034207,Does not apply,0
E01034207,"Asian, Asian British or Asian Welsh",426
E01034207,"Black, Black British, Black Welsh, Caribbean or African",195
E01034207,Mixed or Multiple ethnic groups,86
E01034207,White,746
E01034207,Other ethnic group,82
E01034208,Does not apply,0
E01034208,"Asian, Asian British or Asian Welsh",425
E01034208,"Black, Black British, Black Welsh, Caribbean or African",604
E01034208,Mixed or Multiple ethnic groups,160
E01034208,White,676
E01034208,Other ethnic group,78
E01034209,Does not apply,0
E01034209,"Asian, Asian British or Asian Welsh",501
E01034209,"Black, Black British, Black Welsh, Caribbean or African",182
E01034209,Mixed or Multiple ethnic groups,84
E01034209,White,635
E01034209,Other ethnic group,78
E01034210,Does not apply,0
E01034210,"Asian, Asian British or Asian Welsh",409
E01034210,"Black, Black British, Black Welsh, Caribbean or African",207
E01034210,Mixed or Multiple ethnic groups,102
E01034210,White,712
E01034210,Other ethnic group,106
E01034211,Does not apply,0
E01034211,"Asian, Asian British or Asian Welsh",437
E01034211,"Black, Black British, Black Welsh, Caribbean or African",104
E01034211,Mixed or Multiple ethnic groups,81
E01034211,White,729
E01034211,Other ethnic group,86
E01034212,Does not apply,0
E01034212,"Asian, Asian British or Asian Welsh",676
E01034212,"Black, Black British, Black Welsh, Caribbean or African",234
E01034212,Mixed or Multiple ethnic groups,90
E01034212,White,824
E01034212,Other ethnic group,101
E01034213,Does not apply,0
E01034213,"Asian, Asian British or Asian Welsh",435
E01034213,"Black, Black British, Black Welsh, Caribbean or African",279
E01034213,Mixed or Multiple ethnic groups,137
E01034213,White,801
E01034213,Other ethnic group,136
E01034214,Does not apply,0
E01034214,"Asian, Asian British or Asian Welsh",361
E01034214,"Black, Black British, Black Welsh, Caribbean or African",198
E01034214,Mixed or Multiple ethnic groups,96
E01034214,White,801
E01034214,Other ethnic group,109
E01034215,Does not apply,0
E01034215,"Asian, Asian British or Asian Welsh",379
E01034215,"Black, Black British, Black Welsh, Caribbean or African",312
E01034215,Mixed or Multiple ethnic groups,90
E01034215,White,665
E01034215,Other ethnic group,92
E01034216,Does not apply,0
E01034216,"Asian, Asian British or Asian Welsh",380
E01034216,"Black, Black British, Black Welsh, Caribbean or African",309
E01034216,Mixed or Multiple ethnic groups,108
E01034216,White,820
E01034216,Other ethnic group,86
E01034217,Does not apply,0
E01034217,"Asian, Asian British or Asian Welsh",620
E01034217,"Black, Black British, Black Welsh, Caribbean or African",211
E01034217,Mixed or Multiple ethnic groups,130
E01034217,White,1000
E01034217,Other ethnic group,84
E01034218,Does not apply,0
E01034218,"Asian, Asian British or Asian Welsh",467
E01034218,"Black, Black British, Black Welsh, Caribbean or African",382
E01034218,Mixed or Multiple ethnic groups,124
E01034218,White,713
E01034218,Other ethnic group,135
E01034219,Does not apply,0
E01034219,"Asian, Asian British or Asian Welsh",591
E01034219,"Black, Black British, Black Welsh, Caribbean or African",270
E01034219,Mixed or Multiple ethnic groups,139
E01034219,White,788
E01034219,Other ethnic group,97
E01034220,Does not apply,0
E01034220,"Asian, Asian British or Asian Welsh",456
E01034220,"Black, Black British, Black Welsh, Caribbean or African",64
E01034220,Mixed or Multiple ethnic groups,89
E01034220,White,561
E01034220,Other ethnic group,65
E01034221,Does not apply,0
E01034221,"Asian, Asian British or Asian Welsh",620
E01034221,"Black, Black British, Black Welsh, Caribbean or African",339
E01034221,Mixed or Multiple ethnic groups,80
E01034221,White,676
E01034221,Other ethnic group,68
E01034222,Does not apply,0
E01034222,"Asian, Asian British or Asian Welsh",402
E01034222,"Black, Black British, Black Welsh, Caribbean or African",262
E01034222,Mixed or Multiple ethnic groups,119
E01034222,White,667
E01034222,Other ethnic group,77
E01034223,Does not apply,0
E01034223,"Asian, Asian British or Asian Welsh",298
E01034223,"Black, Black British, Black Welsh, Caribbean or African",250
E01034223,Mixed or Multiple ethnic groups,111
E01034223,White,645
E01034223,Other ethnic group,71
E01034224,Does not apply,0
E01034224,"Asian, Asian British or Asian Welsh",411
E01034224,"Black, Black British, Black Welsh, Caribbean or African",582
E01034224,Mixed or Multiple ethnic groups,76
E01034224,White,589
E01034224,Other ethnic group,95
E01034225,Does not apply,0
E01034225,"Asian, Asian British or Asian Welsh",338
E01034225,"Black, Black British, Black Welsh, Caribbean or African",393
E01034225,Mixed or Multiple ethnic groups,126
E01034225,White,609
E01034225,Other ethnic group,39
E01034226,Does not apply,0
E01034226,"Asian, Asian British or Asian Welsh",374
E01034226,"Black, Black British, Black Welsh, Caribbean or African",253
E01034226,Mixed or Multiple ethnic groups,114
E01034226,White,615
E01034226,Other ethnic group,58
E01034227,Does not apply,0
E01034227,"Asian, Asian British or Asian Welsh",359
E01034227,"Black, Black British, Black Welsh, Caribbean or African",589
E01034227,Mixed or Multiple ethnic groups,141
E01034227,White,436
E01034227,Other ethnic group,52
E01034228,Does not apply,0
E01034228,"Asian, Asian British or Asian Welsh",439
E01034228,"Black, Black British, Black Welsh, Caribbean or African",148
E01034228,Mixed or Multiple ethnic groups,90
E01034228,White,613
E01034228,Other ethnic group,59
E01034229,Does not apply,0
E01034229,"Asian, Asian British or Asian Welsh",287
E01034229,"Black, Black British, Black Welsh, Caribbean or African",290
E01034229,Mixed or Multiple ethnic groups,122
E01034229,White,662
E01034229,Other ethnic group,48
E01034230,Does not apply,0
E01034230,"Asian, Asian British or Asian Welsh",394
E01034230,"Black, Black British, Black Welsh, Caribbean or African",116
E01034230,Mixed or Multiple ethnic groups,60
E01034230,White,608
E01034230,Other ethnic group,59
E01034231,Does not apply,0
E01034231,"Asian, Asian British or Asian Welsh",455
E01034231,"Black, Black British, Black Welsh, Caribbean or African",133
E01034231,Mixed or Multiple ethnic groups,95
E01034231,White,608
E01034231,Other ethnic group,51
E01034383,Does not apply,0
E01034383,"Asian, Asian British or Asian Welsh",86
E01034383,"Black, Black British, Black Welsh, Caribbean or African",361
E01034383,Mixed or Multiple ethnic groups,152
E01034383,White,653
E01034383,Other ethnic group,56
E01034384,Does not apply,0
E01034384,"Asian, Asian British or Asian Welsh",77
E01034384,"Black, Black British, Black Welsh, Caribbean or African",238
E01034384,Mixed or Multiple ethnic groups,150
E01034384,White,818
E01034384,Other ethnic group,50
E01034385,Does not apply,0
E01034385,"Asian, Asian British or Asian Welsh",182
E01034385,"Black, Black British, Black Welsh, Caribbean or African",65
E01034385,Mixed or Multiple ethnic groups,101
E01034385,White,1040
E01034385,Other ethnic group,63
E01034386,Does not apply,0
E01034386,"Asian, Asian British or Asian Welsh",270
E01034386,"Black, Black British, Black Welsh, Caribbean or African",122
E01034386,Mixed or Multiple ethnic groups,91
E01034386,White,707
E01034386,Other ethnic group,62
E01034387,Does not apply,0
E01034387,"Asian, Asian British or Asian Welsh",289
E01034387,"Black, Black British, Black Welsh, Caribbean or African",109
E01034387,Mixed or Multiple ethnic groups,100
E01034387,White,1024
E01034387,Other ethnic group,82
E01034388,Does not apply,0
E01034388,"Asian, Asian British or Asian Welsh",252
E01034388,"Black, Black British, Black Welsh, Caribbean or African",169
E01034388,Mixed or Multiple ethnic groups,96
E01034388,White,690
E01034388,Other ethnic group,72
E01034389,Does not apply,0
E01034389,"Asian, Asian British or Asian Welsh",263
E01034389,"Black, Black British, Black Welsh, Caribbean or African",552
E01034389,Mixed or Multiple ethnic groups,93
E01034389,White,696
E01034389,Other ethnic group,66
E01034390,Does not apply,0
E01034390,"Asian, Asian British or Asian Welsh",133
E01034390,"Black, Black British, Black Welsh, Caribbean or African",339
E01034390,Mixed or Multiple ethnic groups,145
E01034390,White,830
E01034390,Other ethnic group,55
E01034391,Does not apply,0
E01034391,"Asian, Asian British or Asian Welsh",148
E01034391,"Black, Black British, Black Welsh, Caribbean or African",362
E01034391,Mixed or Multiple ethnic groups,176
E01034391,White,865
E01034391,Other ethnic group,73
E01034392,Does not apply,0
E01034392,"Asian, Asian British or Asian Welsh",306
E01034392,"Black, Black British, Black Welsh, Caribbean or African",381
E01034392,Mixed or Multiple ethnic groups,120
E01034392,White,806
E01034392,Other ethnic group,117
E01034393,Does not apply,0
E01034393,"Asian, Asian British or Asian Welsh",229
E01034393,"Black, Black British, Black Welsh, Caribbean or African",102
E01034393,Mixed or Multiple ethnic groups,62
E01034393,White,653
E01034393,Other ethnic group,44
E01034394,Does not apply,0
E01034394,"Asian, Asian British or Asian Welsh",287
E01034394,"Black, Black British, Black Welsh, Caribbean or African",117
E01034394,Mixed or Multiple ethnic groups,83
E01034394,White,690
E01034394,Other ethnic group,75
E01034395,Does not apply,0
E01034395,"Asian, Asian British or Asian Welsh",242
E01034395,"Black, Black British, Black Welsh, Caribbean or African",651
E01034395,Mixed or Multiple ethnic groups,164
E01034395,White,518
E01034395,Other ethnic group,120
E01034469,Does not apply,0
E01034469,"Asian, Asian British or Asian Welsh",727
E01034469,"Black, Black British, Black Welsh, Caribbean or African",275
E01034469,Mixed or Multiple ethnic groups,83
E01034469,White,579
E01034469,Other ethnic group,83
E01034470,Does not apply,0
E01034470,"Asian, Asian British or Asian Welsh",506
E01034470,"Black, Black British, Black Welsh, Caribbean or African",257
E01034470,Mixed or Multiple ethnic groups,61
E01034470,White,597
E01034470,Other ethnic group,78
E01034471,Does not apply,0
E01034471,"Asian, Asian British or Asian Welsh",579
E01034471,"Black, Black British, Black Welsh, Caribbean or African",794
E01034471,Mixed or Multiple ethnic groups,166
E01034471,White,1012
E01034471,Other ethnic group,135
E01034472,Does not apply,0
E01034472,"Asian, Asian British or Asian Welsh",480
E01034472,"Black, Black British, Black Welsh, Caribbean or African",551
E01034472,Mixed or Multiple ethnic groups,106
E01034472,White,624
E01034472,Other ethnic group,123
E01034473,Does not apply,0
E01034473,"Asian, Asian British or Asian Welsh",700
E01034473,"Black, Black British, Black Welsh, Caribbean or African",115
E01034473,Mixed or Multiple ethnic groups,40
E01034473,White,356
E01034473,Other ethnic group,58
E01034474,Does not apply,0
E01034474,"Asian, Asian British or Asian Welsh",990
E01034474,"Black, Black British, Black Welsh, Caribbean or African",471
E01034474,Mixed or Multiple ethnic groups,99
E01034474,White,610
E01034474,Other ethnic group,82
E01034475,Does not apply,0
E01034475,"Asian, Asian British or Asian Welsh",589
E01034475,"Black, Black British, Black Welsh, Caribbean or African",417
E01034475,Mixed or Multiple ethnic groups,64
E01034475,White,695
E01034475,Other ethnic group,64
E01034476,Does not apply,0
E01034476,"Asian, Asian British or Asian Welsh",461
E01034476,"Black, Black British, Black Welsh, Caribbean or African",652
E01034476,Mixed or Multiple ethnic groups,141
E01034476,White,496
E01034476,Other ethnic group,71
E01034477,Does not apply,0
E01034477,"Asian, Asian British or Asian Welsh",331
E01034477,"Black, Black British, Black Welsh, Caribbean or African",748
E01034477,Mixed or Multiple ethnic groups,73
E01034477,White,367
E01034477,Other ethnic group,63
E01034478,Does not apply,0
E01034478,"Asian, Asian British or Asian Welsh",368
E01034478,"Black, Black British, Black Welsh, Caribbean or African",334
E01034478,Mixed or Multiple ethnic groups,74
E01034478,White,377
E01034478,Other ethnic group,45
E01034479,Does not apply,0
E01034479,"Asian, Asian British or Asian Welsh",497
E01034479,"Black, Black British, Black Welsh, Caribbean or African",801
E01034479,Mixed or Multiple ethnic groups,125
E01034479,White,644
E01034479,Other ethnic group,138
E01034480,Does not apply,0
E01034480,"Asian, Asian British or Asian Welsh",766
E01034480,"Black, Black British, Black Welsh, Caribbean or African",213
E01034480,Mixed or Multiple ethnic groups,78
E01034480,White,181
E01034480,Other ethnic group,108
E01034481,Does not apply,0
E01034481,"Asian, Asian British or Asian Welsh",940
E01034481,"Black, Black British, Black Welsh, Caribbean or African",430
E01034481,Mixed or Multiple ethnic groups,54
E01034481,White,222
E01034481,Other ethnic group,61
E01034482,Does not apply,0
E01034482,"Asian, Asian British or Asian Welsh",702
E01034482,"Black, Black British, Black Welsh, Caribbean or African",151
E01034482,Mixed or Multiple ethnic groups,29
E01034482,White,177
E01034482,Other ethnic group,24
E01034483,Does not apply,0
E01034483,"Asian, Asian British or Asian Welsh",622
E01034483,"Black, Black British, Black Welsh, Caribbean or African",412
E01034483,Mixed or Multiple ethnic groups,81
E01034483,White,209
E01034483,Other ethnic group,94
E01034484,Does not apply,0
E01034484,"Asian, Asian British or Asian Welsh",1028
E01034484,"Black, Black British, Black Welsh, Caribbean or African",159
E01034484,Mixed or Multiple ethnic groups,29
E01034484,White,311
E01034484,Other ethnic group,180
E01034485,Does not apply,0
E01034485,"Asian, Asian British or Asian Welsh",429
E01034485,"Black, Black British, Black Welsh, Caribbean or African",185
E01034485,Mixed or Multiple ethnic groups,115
E01034485,White,1152
E01034485,Other ethnic group,133
E01034486,Does not apply,0
E01034486,"Asian, Asian British or Asian Welsh",237
E01034486,"Black, Black British, Black Welsh, Caribbean or African",149
E01034486,Mixed or Multiple ethnic groups,136
E01034486,White,1073
