Lower layer Super Output Areas Code,Country of birth (UK) (3 categories),Observation
E01004178,Born outside the UK,668
E01004179,Does not apply,0
E01004179,Born in the UK,1252
E01004179,Born outside the UK,365
E01004180,Does not apply,0
E01004180,Born in the UK,1418
E01004180,Born outside the UK,344
E01004181,Does not apply,0
E01004181,Born in the UK,1258
E01004181,Born outside the UK,474
E01004182,Does not apply,0
E01004182,Born in the UK,1376
E01004182,Born outside the UK,391
E01004183,Does not apply,0
E01004183,Born in the UK,1256
E01004183,Born outside the UK,519
E01004184,Does not apply,0
E01004184,Born in the UK,1305
E01004184,Born outside the UK,400
E01004185,Does not apply,0
E01004185,Born in the UK,1526
E01004185,Born outside the UK,591
E01004186,Does not apply,0
E01004186,Born in the UK,1246
E01004186,Born outside the UK,473
E01004187,Does not apply,0
E01004187,Born in the UK,1291
E01004187,Born outside the UK,385
E01004189,Does not apply,0
E01004189,Born in the UK,1481
E01004189,Born outside the UK,634
E01004190,Does not apply,0
E01004190,Born in the UK,1099
E01004190,Born outside the UK,286
E01004191,Does not apply,0
E01004191,Born in the UK,1365
E01004191,Born outside the UK,521
E01004192,Does not apply,0
E01004192,Born in the UK,1344
E01004192,Born outside the UK,520
E01004193,Does not apply,0
E01004193,Born in the UK,2048
E01004193,Born outside the UK,797
E01004194,Does not apply,0
E01004194,Born in the UK,1180
E01004194,Born outside the UK,416
E01004195,Does not apply,0
E01004195,Born in the UK,1105
E01004195,Born outside the UK,590
E01004196,Does not apply,0
E01004196,Born in the UK,1150
E01004196,Born outside the UK,427
E01004198,Does not apply,0
E01004198,Born in the UK,899
E01004198,Born outside the UK,591
E01004199,Does not apply,0
E01004199,Born in the UK,1058
E01004199,Born outside the UK,637
E01004200,Does not apply,0
E01004200,Born in the UK,853
E01004200,Born outside the UK,649
E01004201,Does not apply,0
E01004201,Born in the UK,1128
E01004201,Born outside the UK,561
E01004202,Does not apply,0
E01004202,Born in the UK,1160
E01004202,Born outside the UK,858
E01004203,Does not apply,0
E01004203,Born in the UK,1023
E01004203,Born outside the UK,785
E01004204,Does not apply,0
E01004204,Born in the UK,1049
E01004204,Born outside the UK,819
E01004205,Does not apply,0
E01004205,Born in the UK,1119
E01004205,Born outside the UK,1083
E01004206,Does not apply,0
E01004206,Born in the UK,709
E01004206,Born outside the UK,755
E01004207,Does not apply,0
E01004207,Born in the UK,896
E01004207,Born outside the UK,532
E01004208,Does not apply,0
E01004208,Born in the UK,949
E01004208,Born outside the UK,1029
E01004209,Does not apply,0
E01004209,Born in the UK,752
E01004209,Born outside the UK,635
E01004211,Does not apply,0
E01004211,Born in the UK,860
E01004211,Born outside the UK,769
E01004212,Does not apply,0
E01004212,Born in the UK,1104
E01004212,Born outside the UK,1127
E01004214,Does not apply,0
E01004214,Born in the UK,966
E01004214,Born outside the UK,654
E01004216,Does not apply,0
E01004216,Born in the UK,892
E01004216,Born outside the UK,896
E01004217,Does not apply,0
E01004217,Born in the UK,1133
E01004217,Born outside the UK,945
E01004218,Does not apply,0
E01004218,Born in the UK,1047
E01004218,Born outside the UK,880
E01004219,Does not apply,0
E01004219,Born in the UK,1262
E01004219,Born outside the UK,1459
E01004221,Does not apply,0
E01004221,Born in the UK,1011
E01004221,Born outside the UK,964
E01004222,Does not apply,0
E01004222,Born in the UK,1806
E01004222,Born outside the UK,924
E01004223,Does not apply,0
E01004223,Born in the UK,1495
E01004223,Born outside the UK,720
E01004226,Does not apply,0
E01004226,Born in the UK,1533
E01004226,Born outside the UK,875
E01004228,Does not apply,0
E01004228,Born in the UK,1430
E01004228,Born outside the UK,517
E01004229,Does not apply,0
E01004229,Born in the UK,846
E01004229,Born outside the UK,573
E01004230,Does not apply,0
E01004230,Born in the UK,1421
E01004230,Born outside the UK,725
E01004231,Does not apply,0
E01004231,Born in the UK,937
E01004231,Born outside the UK,709
E01004232,Does not apply,0
E01004232,Born in the UK,1173
E01004232,Born outside the UK,615
E01004233,Does not apply,0
E01004233,Born in the UK,1247
E01004233,Born outside the UK,957
E01004234,Does not apply,0
E01004234,Born in the UK,1836
E01004234,Born outside the UK,725
E01004235,Does not apply,0
E01004235,Born in the UK,683
E01004235,Born outside the UK,629
E01004236,Does not apply,0
E01004236,Born in the UK,928
E01004236,Born outside the UK,633
E01004237,Does not apply,0
E01004237,Born in the UK,873
E01004237,Born outside the UK,657
E01004239,Does not apply,0
E01004239,Born in the UK,987
E01004239,Born outside the UK,785
E01004240,Does not apply,0
E01004240,Born in the UK,955
E01004240,Born outside the UK,729
E01004241,Does not apply,0
E01004241,Born in the UK,974
E01004241,Born outside the UK,698
E01004243,Does not apply,0
E01004243,Born in the UK,834
E01004243,Born outside the UK,719
E01004244,Does not apply,0
E01004244,Born in the UK,1142
E01004244,Born outside the UK,907
E01004245,Does not apply,0
E01004245,Born in the UK,1491
E01004245,Born outside the UK,1475
E01004247,Does not apply,0
E01004247,Born in the UK,1305
E01004247,Born outside the UK,1335
E01004248,Does not apply,0
E01004248,Born in the UK,1151
E01004248,Born outside the UK,737
E01004249,Does not apply,0
E01004249,Born in the UK,1392
E01004249,Born outside the UK,1047
E01004251,Does not apply,0
E01004251,Born in the UK,1405
E01004251,Born outside the UK,1172
E01004255,Does not apply,0
E01004255,Born in the UK,761
E01004255,Born outside the UK,825
E01004256,Does not apply,0
E01004256,Born in the UK,883
E01004256,Born outside the UK,807
E01004257,Does not apply,0
E01004257,Born in the UK,1204
E01004257,Born outside the UK,1030
E01004258,Does not apply,0
E01004258,Born in the UK,809
E01004258,Born outside the UK,663
E01004259,Does not apply,0
E01004259,Born in the UK,1016
E01004259,Born outside the UK,737
E01004260,Does not apply,0
E01004260,Born in the UK,1074
E01004260,Born outside the UK,711
E01004263,Does not apply,0
E01004263,Born in the UK,861
E01004263,Born outside the UK,520
E01004264,Does not apply,0
E01004264,Born in the UK,700
E01004264,Born outside the UK,743
E01004266,Does not apply,0
E01004266,Born in the UK,977
E01004266,Born outside the UK,475
E01004267,Does not apply,0
E01004267,Born in the UK,1360
E01004267,Born outside the UK,840
E01004268,Does not apply,0
E01004268,Born in the UK,898
E01004268,Born outside the UK,871
E01004270,Does not apply,0
E01004270,Born in the UK,1401
E01004270,Born outside the UK,1019
E01004271,Does not apply,0
E01004271,Born in the UK,1451
E01004271,Born outside the UK,1012
E01004272,Does not apply,0
E01004272,Born in the UK,1335
E01004272,Born outside the UK,1333
E01004274,Does not apply,0
E01004274,Born in the UK,992
E01004274,Born outside the UK,964
E01004275,Does not apply,0
E01004275,Born in the UK,1456
E01004275,Born outside the UK,1057
E01004276,Does not apply,0
E01004276,Born in the UK,924
E01004276,Born outside the UK,1128
E01004277,Does not apply,0
E01004277,Born in the UK,539
E01004277,Born outside the UK,1052
E01004280,Does not apply,0
E01004280,Born in the UK,1003
E01004280,Born outside the UK,950
E01004281,Does not apply,0
E01004281,Born in the UK,913
E01004281,Born outside the UK,1076
E01004283,Does not apply,0
E01004283,Born in the UK,1236
E01004283,Born outside the UK,948
E01004286,Does not apply,0
E01004286,Born in the UK,1556
E01004286,Born outside the UK,921
E01004287,Does not apply,0
E01004287,Born in the UK,1122
E01004287,Born outside the UK,1128
E01004288,Does not apply,0
E01004288,Born in the UK,1108
E01004288,Born outside the UK,744
E01004289,Does not apply,0
E01004289,Born in the UK,1130
E01004289,Born outside the UK,804
E01004290,Does not apply,0
E01004290,Born in the UK,1093
E01004290,Born outside the UK,882
E01004291,Does not apply,0
E01004291,Born in the UK,1072
E01004291,Born outside the UK,839
E01004292,Does not apply,0
E01004292,Born in the UK,835
E01004292,Born outside the UK,837
E01004293,Does not apply,0
E01004293,Born in the UK,1086
E01004293,Born outside the UK,901
E01004295,Does not apply,0
E01004295,Born in the UK,1048
E01004295,Born outside the UK,955
E01004296,Does not apply,0
E01004296,Born in the UK,1286
E01004296,Born outside the UK,1144
E01004297,Does not apply,0
E01004297,Born in the UK,1101
E01004297,Born outside the UK,816
E01004298,Does not apply,0
E01004298,Born in the UK,860
E01004298,Born outside the UK,744
E01004300,Does not apply,0
E01004300,Born in the UK,813
E01004300,Born outside the UK,637
E01004301,Does not apply,0
E01004301,Born in the UK,746
E01004301,Born outside the UK,673
E01004302,Does not apply,0
E01004302,Born in the UK,830
E01004302,Born outside the UK,839
E01004303,Does not apply,0
E01004303,Born in the UK,1563
E01004303,Born outside the UK,1308
E01004304,Does not apply,0
E01004304,Born in the UK,1069
E01004304,Born outside the UK,1067
E01004305,Does not apply,0
E01004305,Born in the UK,1007
E01004305,Born outside the UK,857
E01004306,Does not apply,0
E01004306,Born in the UK,947
E01004306,Born outside the UK,895
E01004307,Does not apply,0
E01004307,Born in the UK,788
E01004307,Born outside the UK,1548
E01004308,Does not apply,0
E01004308,Born in the UK,729
E01004308,Born outside the UK,712
E01004309,Does not apply,0
E01004309,Born in the UK,1320
E01004309,Born outside the UK,1473
E01004310,Does not apply,0
E01004310,Born in the UK,891
E01004310,Born outside the UK,1130
E01004311,Does not apply,0
E01004311,Born in the UK,1115
E01004311,Born outside the UK,730
E01004312,Does not apply,0
E01004312,Born in the UK,873
E01004312,Born outside the UK,649
E01004313,Does not apply,0
E01004313,Born in the UK,1126
E01004313,Born outside the UK,1000
E01004315,Does not apply,0
E01004315,Born in the UK,901
E01004315,Born outside the UK,679
E01004316,Does not apply,0
E01004316,Born in the UK,548
E01004316,Born outside the UK,491
E01004319,Does not apply,0
E01004319,Born in the UK,1204
E01004319,Born outside the UK,1302
E01004321,Does not apply,0
E01004321,Born in the UK,1063
E01004321,Born outside the UK,1083
E01004322,Does not apply,0
E01004322,Born in the UK,654
E01004322,Born outside the UK,747
E01004323,Does not apply,0
E01004323,Born in the UK,910
E01004323,Born outside the UK,717
E01004324,Does not apply,0
E01004324,Born in the UK,865
E01004324,Born outside the UK,734
E01004326,Does not apply,0
E01004326,Born in the UK,897
E01004326,Born outside the UK,990
E01004327,Does not apply,0
E01004327,Born in the UK,762
E01004327,Born outside the UK,747
E01004328,Does not apply,0
E01004328,Born in the UK,945
E01004328,Born outside the UK,923
E01004329,Does not apply,0
E01004329,Born in the UK,982
E01004329,Born outside the UK,828
E01004330,Does not apply,0
E01004330,Born in the UK,913
E01004330,Born outside the UK,764
E01004331,Does not apply,0
E01004331,Born in the UK,926
E01004331,Born outside the UK,730
E01004332,Does not apply,0
E01004332,Born in the UK,935
E01004332,Born outside the UK,1009
E01004333,Does not apply,0
E01004333,Born in the UK,991
E01004333,Born outside the UK,703
E01004334,Does not apply,0
E01004334,Born in the UK,826
E01004334,Born outside the UK,1067
E01004335,Does not apply,0
E01004335,Born in the UK,1032
E01004335,Born outside the UK,708
E01004336,Does not apply,0
E01004336,Born in the UK,621
E01004336,Born outside the UK,934
E01004337,Does not apply,0
E01004337,Born in the UK,922
E01004337,Born outside the UK,820
E01004338,Does not apply,0
E01004338,Born in the UK,775
E01004338,Born outside the UK,1245
E01004339,Does not apply,0
E01004339,Born in the UK,1097
E01004339,Born outside the UK,785
E01004340,Does not apply,0
E01004340,Born in the UK,1051
E01004340,Born outside the UK,829
E01004341,Does not apply,0
E01004341,Born in the UK,1128
E01004341,Born outside the UK,805
E01004342,Does not apply,0
E01004342,Born in the UK,1301
E01004342,Born outside the UK,790
E01004343,Does not apply,0
E01004343,Born in the UK,1313
E01004343,Born outside the UK,558
E01004344,Does not apply,0
E01004344,Born in the UK,1141
E01004344,Born outside the UK,763
E01004345,Does not apply,0
E01004345,Born in the UK,1065
E01004345,Born outside the UK,727
E01004346,Does not apply,0
E01004346,Born in the UK,1213
E01004346,Born outside the UK,583
E01004347,Does not apply,0
E01004347,Born in the UK,1450
E01004347,Born outside the UK,734
E01004348,Does not apply,0
E01004348,Born in the UK,1795
E01004348,Born outside the UK,1151
E01004349,Does not apply,0
E01004349,Born in the UK,1209
E01004349,Born outside the UK,337
E01004350,Does not apply,0
E01004350,Born in the UK,1421
E01004350,Born outside the UK,480
E01004351,Does not apply,0
E01004351,Born in the UK,1379
E01004351,Born outside the UK,266
E01004352,Does not apply,0
E01004352,Born in the UK,1517
E01004352,Born outside the UK,367
E01004353,Does not apply,0
E01004353,Born in the UK,1524
E01004353,Born outside the UK,291
E01004354,Does not apply,0
E01004354,Born in the UK,1477
E01004354,Born outside the UK,488
E01004355,Does not apply,0
E01004355,Born in the UK,1269
E01004355,Born outside the UK,421
E01004356,Does not apply,0
E01004356,Born in the UK,1220
E01004356,Born outside the UK,475
E01004357,Does not apply,0
E01004357,Born in the UK,1166
E01004357,Born outside the UK,417
E01004358,Does not apply,0
E01004358,Born in the UK,1482
E01004358,Born outside the UK,470
E01004359,Does not apply,0
E01004359,Born in the UK,1387
E01004359,Born outside the UK,325
E01004360,Does not apply,0
E01004360,Born in the UK,1084
E01004360,Born outside the UK,251
E01004361,Does not apply,0
E01004361,Born in the UK,1045
E01004361,Born outside the UK,338
E01004362,Does not apply,0
E01004362,Born in the UK,1088
E01004362,Born outside the UK,520
E01004363,Does not apply,0
E01004363,Born in the UK,995
E01004363,Born outside the UK,671
E01004364,Does not apply,0
E01004364,Born in the UK,1181
E01004364,Born outside the UK,803
E01004365,Does not apply,0
E01004365,Born in the UK,1235
E01004365,Born outside the UK,1308
E01004366,Does not apply,0
E01004366,Born in the UK,1178
E01004366,Born outside the UK,760
E01004367,Does not apply,0
E01004367,Born in the UK,870
E01004367,Born outside the UK,737
E01004368,Does not apply,0
E01004368,Born in the UK,1474
E01004368,Born outside the UK,975
E01004369,Does not apply,0
E01004369,Born in the UK,913
E01004369,Born outside the UK,844
E01004370,Does not apply,0
E01004370,Born in the UK,1180
E01004370,Born outside the UK,925
E01004371,Does not apply,0
E01004371,Born in the UK,920
E01004371,Born outside the UK,727
E01004372,Does not apply,0
E01004372,Born in the UK,963
E01004372,Born outside the UK,681
E01004373,Does not apply,0
E01004373,Born in the UK,925
E01004373,Born outside the UK,876
E01004374,Does not apply,0
E01004374,Born in the UK,1049
E01004374,Born outside the UK,918
E01004375,Does not apply,0
E01004375,Born in the UK,953
E01004375,Born outside the UK,980
E01004376,Does not apply,0
E01004376,Born in the UK,853
E01004376,Born outside the UK,1038
E01004377,Does not apply,0
E01004377,Born in the UK,1310
E01004377,Born outside the UK,527
E01004378,Does not apply,0
E01004378,Born in the UK,1319
E01004378,Born outside the UK,530
E01004379,Does not apply,0
E01004379,Born in the UK,1439
E01004379,Born outside the UK,487
E01004380,Does not apply,0
E01004380,Born in the UK,1281
E01004380,Born outside the UK,515
E01004381,Does not apply,0
E01004381,Born in the UK,1516
